header,link,time
ชัวร์ก่อนแชร์ : สูตรน้ำหยินหยางล้างพิษในลำไส้จริงหรือ ?,https://tna.mcot.net/tna-161224,20/11/2560 15:26
ชัวร์ก่อนแชร์ : วิธียืดอายุดวงตาใช้ได้จริงหรือ ?,https://tna.mcot.net/tna-161536,21/11/2560 13:42
ชัวร์ก่อนแชร์ : คลิปลูกสุนัขเกิดมาหน้าเหมือนคน จริงหรือ ?,https://tna.mcot.net/tna-161882,22/11/2560 14:40
ชัวร์ก่อนแชร์ : กุ้งสดมีฤทธิ์ทำลายเซลล์มะเร็ง จริงหรือ ?,https://tna.mcot.net/tna-162207,23/11/2560 14:50
ชัวร์ก่อนแชร์ : น้ำกระชายแก้กระดูกเสื่อมได้ จริงหรือ ?,https://tna.mcot.net/tna-162492,24/11/2560 14:29
ชัวร์ก่อนแชร์ : เตือนระวังอุจจาระตกค้างจาก 5 สาเหตุ จริงหรือ ?,https://tna.mcot.net/tna-162638,25/11/2560 14:51
ชัวร์ก่อนแชร์ : การเดินช่วยชดเชยแคลเซียมให้กระดูกได้มากกว่าการกิน จริงหรือ ?,https://tna.mcot.net/tna-162824,26/11/2560 14:20
ชัวร์ก่อนแชร์ : ปลาหนีน้ำขึ้นบก ส่งสัญญาณเตือนสึนามิ ธ.ค.นี้ จริงหรือ ?,https://tna.mcot.net/tna-163134,27/11/2560 14:01
ชัวร์ก่อนแชร์ : เตือน 7 สิ่งไม่ควรทำทันทีหลังกินอิ่ม จริงหรือ ?,https://tna.mcot.net/tna-163492,28/11/2560 15:32
ชัวร์ก่อนแชร์ : ด่างทับทิมผสมน้ำตาลทราย จุดไฟได้จริงหรือ ?,https://tna.mcot.net/tna-163797,29/11/2560 14:53
ชัวร์ก่อนแชร์ : สุนัขเลียแผลหายเองได้จริงหรือ ?,https://tna.mcot.net/tna-164436,01/12/2560 15:05
ชัวร์ก่อนแชร์ : กล้วยน้ำว้ารักษางูสวัดได้ จริงหรือ ?,https://tna.mcot.net/tna-164631,02/12/2560 14:30
ชัวร์ก่อนแชร์ : สูตรน้ำปั่นใบไม้สดรักษาโรคร้าย ช่วยให้สุขภาพดีจริงหรือ?,https://tna.mcot.net/tna-164795,03/12/2560 13:48
ชัวร์ก่อนแชร์ : พกยาอมใต้ลิ้นช่วยให้รอดชีวิตจากหัวใจหยุดเต้นจริงหรือ?,https://tna.mcot.net/tna-165158,04/12/2560 14:36
ชัวร์ก่อนแชร์ : ดื่มนมสดช่วยล้างพิษโลหะหนักจริงหรือ?,https://tna.mcot.net/tna-165406,05/12/2560 14:49
ชัวร์ก่อนแชร์ : ยาเขียวกินแทนยาพาราเซตามอลได้ จริงหรือ ?,https://tna.mcot.net/tna-165706,06/12/2560 13:32
ชัวร์ก่อนแชร์ : น้ำส้มสายชูล้างเครื่องซักผ้าได้ จริงหรือ ?,https://tna.mcot.net/tna-166014,07/12/2560 13:40
ชัวร์ก่อนแชร์ : ลักษณะสะดือบอกสุขภาพได้ จริงหรือ ?,https://tna.mcot.net/tna-166306,08/12/2560 13:02
ชัวร์ก่อนแชร์ : กดนวด “รักแร้” แก้เลือดเลี้ยงหัวใจไม่ทันได้จริงหรือ ?,https://tna.mcot.net/tna-166483,09/12/2560 12:56
ชัวร์ก่อนแชร์ : ยาแก้สิวที่กินแล้วทำให้เด็กในครรภ์พิการได้จริงหรือ?,https://tna.mcot.net/tna-166677,10/12/2560 14:06
ชัวร์ก่อนแชร์ : 12 เหตุผลที่ควรเปลี่ยนมากินข้าวไรซ์เบอร์รี่ จริงหรือ?,https://tna.mcot.net/tna-166890,11/12/2560 14:10
ชัวร์ก่อนแชร์ : สูตรกาแฟผสมนมเปรี้ยว ไล่แมลงได้ทั้งสวน จริงหรือ?,https://tna.mcot.net/tna-167238,12/12/2560 13:53
ชัวร์ก่อนแชร์ : ใช้โรลออนเสี่ยงมะเร็ง จริงหรือ?,https://tna.mcot.net/tna-167569,13/12/2560 14:24
ชัวร์ก่อนแชร์ : 9 เหตุผลที่ควรเลิกดื่มนมวัวทันที จริงหรือ?,https://tna.mcot.net/tna-167893,14/12/2560 14:39
ชัวร์ก่อนแชร์ : เว็บตรวจสอบใครตำรวจจริง-ปลอม มีจริงหรือ ?,https://tna.mcot.net/tna-168160,15/12/2560 13:33
ชัวร์ก่อนแชร์ : กินหมูกระทะเสี่ยงเป็นนิ่วในถุงน้ำดี จริงหรือ ?,https://tna.mcot.net/tna-168312,16/12/2560 10:28
ชัวร์ก่อนแชร์ : ข้าว กข 43 เหมาะกับผู้ป่วยเบาหวาน ดัชนีน้ำตาลไม่สูง จริงหรือ?,https://tna.mcot.net/tna-168500,17/12/2560 14:33
ชัวร์ก่อนแชร์ : อาหารเสริมรักษาต้อลมได้ จริงหรือ?,https://tna.mcot.net/tna-168827,18/12/2560 14:15
ชัวร์ก่อนแชร์ : กินยาเม็ดหรือแคปซูลกับน้ำเย็นเท่านั้น จริงหรือ?,https://tna.mcot.net/tna-169442,20/12/2560 10:58
ชัวร์ก่อนแชร์ : ระวังโรคฉี่หนูในพริกแห้ง-ฝากระป๋องอาหาร จริงหรือ?,https://tna.mcot.net/tna-169769,21/12/2560 11:45
ชัวร์ก่อนแชร์ : เตือนภัยคลิปบุหรี่ยาสลบ จริงหรือ?,https://tna.mcot.net/tna-170082,22/12/2560 12:03
ชัวร์ก่อนแชร์ : 10 ประโยชน์ของมะระ จริงหรือ?,https://tna.mcot.net/tna-170442,24/12/2560 14:22
ชัวร์ก่อนแชร์ : อมน้ำมันมะพร้าวเสี่ยงปอดอักเสบจริงหรือ ?,https://tna.mcot.net/tna-170741,25/12/2560 16:01
ชัวร์ก่อนแชร์ : แว่นตามแผงลอยแก้ปัญหาสายตาได้จริงหรือ ?,https://tna.mcot.net/tna-171001,27/12/2560 15:20
ชัวร์ก่อนแชร์ : น้ำขิงลดน้ำหนัก-ปรับสมดุลในมดลูกได้จริงหรือ ?,https://tna.mcot.net/tna-171657,28/12/2560 15:35
ชัวร์ก่อนแชร์ : 5 กลอุบายที่ทำให้คนไทยเสียรู้บนโซเชียล,https://tna.mcot.net/tna-172069,30/12/2560 11:53
ชัวร์ก่อนแชร์ : ชัวร์ก่อนแชร์ แห่งปี 2560,https://tna.mcot.net/tna-172395,01/01/2561 06:42
ชัวร์ก่อนแชร์ : รู้ทันโซเชียล สภาพอากาศ-ภัยธรรมชาติ,https://tna.mcot.net/tna-172510,01/01/2561 15:10
ชัวร์ก่อนแชร์ รู้ทันโซเชียล : วิธีใช้ LINE อย่างปลอดภัย,https://tna.mcot.net/tna-172747,02/01/2561 15:46
ชัวร์ก่อนแชร์ รู้ทันโซเชียล : อาหารมหัศจรรย์,https://tna.mcot.net/tna-173027,03/01/2561 14:13
ชัวร์ก่อนแชร์ : ลบรอยสักด้วยไฟแช็กได้จริงหรือ?,https://tna.mcot.net/tna-173352,04/01/2561 14:20
ชัวร์ก่อนแชร์ : 5 เทคนิคยืดอายุเกียร์ออโต้ ใช้ได้จริงหรือ?,https://tna.mcot.net/tna-173619,05/01/2561 13:54
ชัวร์ก่อนแชร์ : สำลีชุบแอลกอฮอล์ปิดสะดือรักษาโรค ได้จริงหรือ?,https://tna.mcot.net/tna-173819,06/01/2561 14:22
ชัวร์ก่อนแชร์ : เนื้อวัวย่อยยากกว่าเนื้อสัตว์ชนิดอื่น จริงหรือ?,https://tna.mcot.net/tna-174000,07/01/2561 13:52
ชัวร์ก่อนแชร์ : เตือนโรคท้องเสียจาก Rota Virus ระบาดในผู้สูงอายุ จริงหรือ?,https://tna.mcot.net/tna-174298,08/01/2561 13:27
ชัวร์ก่อนแชร์ : 7 ข้อควรรู้ในการขับรถเกียร์ออโต้ให้ถูกต้องและปลอดภัยใช้ได้จริงหร,https://tna.mcot.net/tna-174618,09/01/2561 13:27
ชัวร์ก่อนแชร์ : คลิปน้ำพุ่งออกจากต้นไม้ เป็นไปได้จริงหรือ?,https://tna.mcot.net/tna-174957,10/01/2561 14:22
ชัวร์ก่อนแชร์ : ห้ามกินกล้วยหอมคู่กับโยเกิร์ต จริงหรือ ?,https://tna.mcot.net/tna-175780,13/01/2561 15:41
ชัวร์ก่อนแชร์ : แมลงวันออกลูกเป็นตัว มีจริงหรือ?,https://tna.mcot.net/tna-175943,14/01/2561 14:19
ชัวร์ก่อนแชร์ : 10 ประโยชน์ของยาแอสไพริน จริงหรือ?,https://tna.mcot.net/tna-176177,16/01/2561 13:48
ชัวร์ก่อนแชร์ : 10 สูตรซักผ้าขาวให้เหมือนใหม่ จริงหรือ?,https://tna.mcot.net/tna-176831,18/01/2561 13:39
ชัวร์ก่อนแชร์ : เกลือรักษาฟันผุหายได้ จริงหรือ ?,https://tna.mcot.net/tna-177635,20/01/2561 12:11
ชัวร์ก่อนแชร์ : รีบลุกจากที่นอนกะทันหัน ทำให้หัวใจหยุดเต้นได้ จริงหรือ?,https://tna.mcot.net/tna-177815,21/01/2561 11:47
ชัวร์ก่อนแชร์ : ไข่ต้มนาน เกิดสารก่อมะเร็งจริงหรือ ?,https://tna.mcot.net/tna-178428,23/01/2561 14:28
ชัวร์ก่อนแชร์ : เสียหายแน่ถ้าเข้าเกียร์ P เมื่อติดไฟแดง จริงหรือ ?,https://tna.mcot.net/tna-178729,24/01/2561 14:37
ชัวร์ก่อนแชร์ : ความดันปกติผู้สูงอายุคือ 160/95 จริงหรือ ?,https://tna.mcot.net/tna-178987,25/01/2561 15:13
ชัวร์ก่อนแชร์ : เตือนระวังถูกแฮก LINE จริงหรือ ?,https://tna.mcot.net/tna-179439,27/01/2561 12:56
ชัวร์ก่อนแชร์ : เตือน! 10 อาหารอันตรายจริงหรือ ?,https://tna.mcot.net/tna-179657,28/01/2561 14:52
ชัวร์ก่อนแชร์ : กดจุดเส้นเลือดแดงข้อมือ ช่วยลดความดันจริงหรือ?,https://tna.mcot.net/tna-179954,29/01/2561 14:41
ชัวร์ก่อนแชร์ : สูตรยาฆ่าหญ้าจากน้ำส้มสายชู เกลือ น้ำยาล้างจาน ใช้ได้จริงหรือ?,https://tna.mcot.net/tna-180270,30/01/2561 13:40
ชัวร์ก่อนแชร์ : เคล็ดวิชาดูแลตัวเองจากแพทย์จีนใช้ได้จริงหรือ?,https://tna.mcot.net/tna-180902,01/02/2561 14:34
ชัวร์ก่อนแชร์ : เมาขับจอดนอนข้างทาง ผิดกฎหมายจริงหรือ?,https://tna.mcot.net/tna-181558,04/02/2561 14:29
ชัวร์ก่อนแชร์ : มอก.ไม่อนุญาตให้ปลั๊กพ่วงใช้ฟิวส์ในการตัดไฟ จริงหรือ?,https://tna.mcot.net/tna-181879,05/02/2561 14:24
ชัวร์ก่อนแชร์ : ดื่มน้ำ 1-2 แก้ว ช่วยลดโอกาสหัวใจล้มเหลว จริงหรือ?,https://tna.mcot.net/tna-182214,06/02/2561 13:23
ชัวร์ก่อนแชร์ : สุนัขทำหมันลดเสี่ยงเป็นมะเร็งอวัยวะสืบพันธุ์ จริงหรือ?,https://tna.mcot.net/tna-182514,07/02/2561 13:26
ชัวร์ก่อนแชร์ : ดื่มน้ำแตงกวา ป้องกันสารพัดโรค จริงหรือ?,https://tna.mcot.net/tna-182820,08/02/2561 14:32
ชัวร์ก่อนแชร์ : น้ำลายตอนตื่นนอนช่วยการขับถ่าย จริงหรือ ?,https://tna.mcot.net/tna-183300,10/02/2561 14:26
ชัวร์ก่อนแชร์ : เตือนอันตราย! ผงชูรสฆ่าคน จริงหรือ?,https://tna.mcot.net/tna-183477,11/02/2561 13:48
ชัวร์ก่อนแชร์ : ทาเล็บบ่อยมีส่วนก่อให้เกิดมะเร็งได้ จริงหรือ?,https://tna.mcot.net/tna-183768,13/02/2561 14:04
ชัวร์ก่อนแชร์ : นมวัวคือน้ำละลายกระดูกวัว จริงหรือ?,https://tna.mcot.net/tna-184679,15/02/2561 14:12
ชัวร์ก่อนแชร์ : น้ำยาบ้วนปากเป่าวัดแอลกอฮอล์ขึ้น จริงหรือ?,https://tna.mcot.net/tna-184930,16/02/2561 12:57
ชัวร์ก่อนแชร์ : นวดตารักษาต้อหินได้จริงหรือ ?,https://tna.mcot.net/tna-185096,17/02/2561 13:52
ชัวร์ก่อนแชร์ : ยาสีฟันลบรอยเปื้อนบนรถได้ จริงหรือ?,https://tna.mcot.net/tna-185258,18/02/2561 12:10
ชัวร์ก่อนแชร์ : น้ำส้มสายชู+กล้วย ช่วยลดน้ำหนักได้จริงหรือ ?,https://tna.mcot.net/tna-185567,19/02/2561 14:37
ชัวร์ก่อนแชร์ : ชื่อจังหวัดเดิมในไทยมีจริงหรอ ?,https://tna.mcot.net/tna-185877,20/02/2561 14:39
ชัวร์ก่อนแชร์ : กินข้าวคลุกงาลดปัญหาผมร่วงจริงหรือ ?,https://tna.mcot.net/tna-186167,21/02/2561 14:42
ชัวร์ก่อนแชร์ : สะสมเหล้านอกระวังผิดกฎหมายจริงหรือ ?,https://tna.mcot.net/tna-186437,22/02/2561 14:29
ชัวร์ก่อนแชร์ : เตือนผักผลไม้ปนเปื้อนสารตกค้าง จริงหรือ ?,https://tna.mcot.net/tna-186719,23/02/2561 14:26
ชัวร์ก่อนแชร์ : หมุนศีรษะ แก้ “บ้านหมุน” จริงหรือ ?,https://tna.mcot.net/tna-186875,24/02/2561 14:12
ชัวร์ก่อนแชร์ : อมน้ำมันกลั้วปาก ดูแลช่องปากได้จริงหรือ ?,https://tna.mcot.net/tna-187049,25/02/2561 15:43
ชัวร์ก่อนแชร์ : ยกเลิก 8 สาระวิชา / A-net / O-net จริงหรือ?,https://tna.mcot.net/tna-187340,26/02/2561 14:32
ชัวร์ก่อนแชร์ : 3 อาการที่ต้องรีบไป รพ.ใน 3 ชม. รักษาฟรี จริงหรือ?,https://tna.mcot.net/tna-187665,27/02/2561 14:36
ชัวร์ก่อนแชร์ : 6 น้ำตาลธรรมชาติ ยิ่งกิน ยิ่งป่วย ยิ่งอ้วน จริงหรือ?,https://tna.mcot.net/tna-187968,28/02/2561 14:38
ชัวร์ก่อนแชร์ : เตือนระวังโดนใบสั่งจากกล้องจราจร จริงหรือ?,https://tna.mcot.net/tna-188141,01/03/2561 14:32
ชัวร์ก่อนแชร์ : 5 วิธีบริหารตาลดความเสี่ยงจากต้อหิน ใช้ได้จริงหรือ?,https://tna.mcot.net/tna-188415,02/03/2561 13:26
ชัวร์ก่อนแชร์ : ท่าเขย่งออกกำลังกายลดน้ำตาลในเลือดจริงหรือ ?,https://tna.mcot.net/tna-188581,03/03/2561 13:56
ชัวร์ก่อนแชร์ : ท่อสูตรแบบไม่มีหม้อพัก เพิ่มอัตราเร่ง ช่วยประหยัดน้ำมัน จริงหรือ,https://tna.mcot.net/tna-188764,04/03/2561 13:53
ชัวร์ก่อนแชร์ : คลิปเด็กร้องเหมือนเสียงเห่า คือโรคพิษสุนัขบ้าจริงหรือ ?,https://tna.mcot.net/tna-189070,05/03/2561 14:01
ชัวร์ก่อนแชร์ : คลิปขุดน้ำมันดิบในไทยง่ายเหมือนเปิดก๊อก จริงหรือ ?,https://tna.mcot.net/tna-189402,06/03/2561 15:24
ชัวร์ก่อนแชร์ : สร้าง Natural Bypass ไม่ต้องผ่าตัดหัวใจ จริงหรือ ?,https://tna.mcot.net/tna-189720,07/03/2561 15:11
ชัวร์ก่อนแชร์ : รถค้างค่าปรับใบสั่ง ตร.อายัดทะเบียนไม่ได้จริงหรือ ?,https://tna.mcot.net/tna-190046,08/03/2561 15:04
ชัวร์ก่อนแชร์ : ใส่ๆ ถอดๆ แว่น สายตาจะสั้นขึ้นจริงหรือ ?,https://tna.mcot.net/tna-190313,09/03/2561 13:40
ชัวร์ก่อนแชร์ : โรคติดเชื้อจากน้ำลายสุนัข-แมว อันตรายจริงหรือ ?,https://tna.mcot.net/tna-190457,10/03/2561 12:31
ชัวร์ก่อนแชร์ : งูสวัดระบาดจริงหรือ ?,https://tna.mcot.net/tna-190644,11/03/2561 16:09
ชัวร์ก่อนแชร์ : คลิปรถระเบิดในปั๊มที่ อ.พังโคน จ.สกลนคร จริงหรือ?,https://tna.mcot.net/tna-190966,12/03/2561 13:28
ชัวร์ก่อนแชร์ : 8 วิธีการชาร์จมือถือที่ถูกต้อง ป้องกันแบตฯ ระเบิด จริงหรือ?,https://tna.mcot.net/tna-191264,13/03/2561 12:09
ชัวร์ก่อนแชร์ : ปวดท้องตรงไหน ป่วยตรงนั้น จริงหรือ?,https://tna.mcot.net/tna-191579,14/03/2561 13:37
ชัวร์ก่อนแชร์ : คุมอาหาร นวดกดจุด รักษาสายตาสั้นได้ จริงหรือ?,https://tna.mcot.net/tna-191867,15/03/2561 12:21
ชัวร์ก่อนแชร์ : แอปเปิ้ลสร้างกระแสไฟฟ้าได้ จริงหรือ?,https://tna.mcot.net/tna-192164,16/03/2561 13:42
ชัวร์ก่อนแชร์ : ดื่มน้ำน้อย-น้ำเย็น เสี่ยงเป็นนิ่วในไต จริงหรือ ?,https://tna.mcot.net/tna-192337,17/03/2561 14:24
ชัวร์ก่อนแชร์ : สูตรอาหารดีท็อกซ์ล้างลำไส้ จริงหรือ?,https://tna.mcot.net/tna-192474,18/03/2561 13:42
ชัวร์ก่อนแชร์ : กินหมูกรอบเสี่ยงโรคเพียบจริงหรือ ?,https://tna.mcot.net/tna-192769,19/03/2561 15:01
ชัวร์ก่อนแชร์ : กล้วยมีจุดดำคือยาวิเศษจริงหรือ ?,https://tna.mcot.net/tna-193078,20/03/2561 14:42
ชัวร์ก่อนแชร์ : เด็กเล่นมือถือนาน เสี่ยงประสาทตาอักเสบจริงหรือ ?,https://tna.mcot.net/tna-193395,21/03/2561 14:48
ชัวร์ก่อนแชร์ : คลิปเตือนระวังแมงกะพรุนอันตราย จริงหรือ ?,https://tna.mcot.net/tna-193682,22/03/2561 14:44
ชัวร์ก่อนแชร์ : สีปัสสาวะบอกโรคได้ จริงหรือ ?,https://tna.mcot.net/tna-193970,23/03/2561 15:01
ชัวร์ก่อนแชร์ : กระเทียมใส่หูก่อนนอน แก้ปวดหูจริงหรือ ?,https://tna.mcot.net/tna-194132,24/03/2561 13:52
ชัวร์ก่อนแชร์ : น้ำเย็นล้างหน้าแก้อาการแพ้จากสารปรอทและสเตียรอยด์ได้ จริงหรือ ?,https://tna.mcot.net/tna-194330,25/03/2561 15:55
ชัวร์ก่อนแชร์ : ใส่คอนแทคเลนส์นานเสี่ยงติดเชื้อหรือตาบอด จริงหรือ?,https://tna.mcot.net/tna-194614,26/03/2561 13:37
ชัวร์ก่อนแชร์ : ระวังไขมันทรานส์ในน้ำมันพืช จริงหรือ?,https://tna.mcot.net/tna-194953,27/03/2561 14:37
ชัวร์ก่อนแชร์ : ชอบเคี้ยวน้ำแข็งเสี่ยงโลหิตจาง จริงหรือ?,https://tna.mcot.net/tna-195284,28/03/2561 15:45
ชัวร์ก่อนแชร์ : สูตรโบราณทะลวงหลอดเลือด จริงหรือ?,https://tna.mcot.net/tna-195555,29/03/2561 14:05
ชัวร์ก่อนแชร์ : ท้องร้องเป็นสัญญาณโรคกระเพาะ จริงหรือ?,https://tna.mcot.net/tna-195856,30/03/2561 13:53
ชัวร์ก่อนแชร์ : อาหาร 7 อย่างที่ต้องระวังช่วงหน้าร้อน จริงหรือ?,https://tna.mcot.net/tna-196028,31/03/2561 14:11
ชัวร์ก่อนแชร์ : ปัสสาวะบ่อยเป็นสัญญาณบอกโรค จริงหรือ?,https://tna.mcot.net/tna-196194,01/04/2561 13:37
ชัวร์ก่อนแชร์ : กินขมิ้นชันสกัด แก้สารพัดโรค จริงหรือ?,https://tna.mcot.net/tna-196496,02/04/2561 14:01
ชัวร์ก่อนแชร์ : 9 อาหารไฟเบอร์สูง แคลอรี่ต่ำ จริงหรือ?,https://tna.mcot.net/tna-196820,03/04/2561 14:41
ชัวร์ก่อนแชร์ : วิธียืดอายุหูใช้ได้จริงหรือ?,https://tna.mcot.net/tna-197122,04/04/2561 14:28
ชัวร์ก่อนแชร์ : ไม่ควรดื่มกาแฟตอนท้องว่าง จริงหรือ?,https://tna.mcot.net/tna-197415,05/04/2561 13:45
ชัวร์ก่อนแชร์ : กินหมูกระทะหรือปิ้งย่างต้องถอดคอนแทคเลนส์ จริงหรือ?,https://tna.mcot.net/tna-197603,06/04/2561 13:30
ชัวร์ก่อนแชร์ : ดื่มกาแฟอย่างไรไม่ให้เสียให้สุขภาพ จริงหรือ ?,https://tna.mcot.net/tna-197777,07/04/2561 13:40
ชัวร์ก่อนแชร์ : คลิปจุดจบของวัวนม นมทุกหยดได้มาจากการฆ่าลูกวัว จริงหรือ?,https://tna.mcot.net/tna-197931,08/04/2561 13:55
ชัวร์ก่อนแชร์ : คลิปเตือนไตรกลีเซอไรด์คือไขมันตัวร้าย จริงหรือ?,https://tna.mcot.net/tna-198243,09/04/2561 13:44
ชัวร์ก่อนแชร์ : ขยายเกษียณอายุราชการ 63 ปีแล้ว จริงหรือ?,https://tna.mcot.net/tna-198385,10/04/2561 06:52
ชัวร์ก่อนแชร์ : ล้างหน้าด้วยโซดากระชับรูขุมขน จริงหรือ?,https://tna.mcot.net/tna-198864,11/04/2561 13:49
ชัวร์ก่อนแชร์ : วิธีเอาตัวรอดเมื่อยางแตกใช้ได้ จริงหรือ?,https://tna.mcot.net/tna-199072,12/04/2561 11:10
ชัวร์ก่อนแชร์ : กินน้ำมะนาวล้างไตได้ จริงหรือ?,https://tna.mcot.net/tna-199330,13/04/2561 13:32
ชัวร์ก่อนแชร์ : แลบลิ้นให้น้ำลายหยดลงพื้น 3 หยด แก้เผ็ดได้จริงหรือ ?,https://tna.mcot.net/tna-199504,14/04/2561 14:19
ชัวร์ก่อนแชร์ : 13 ความจริงเกี่ยวกับเห็บ จริงหรือ ?,https://tna.mcot.net/tna-199697,15/04/2561 15:19
ชัวร์ก่อนแชร์ : ธรรมชาติบำบัดรักษามะเร็งกระเพาะได้จริงหรือ ?,https://tna.mcot.net/tna-199923,16/04/2561 15:45
ชัวร์ก่อนแชร์ : มันหมูเป็นอาหารสุขภาพอันดับ 8 ของโลก จริงหรือ?,https://tna.mcot.net/tna-200184,17/04/2561 13:20
ชัวร์ก่อนแชร์ : 5 คุณประโยชน์ของน้ำมันหมูจริงหรือ ?,https://tna.mcot.net/tna-200515,18/04/2561 14:46
ชัวร์ก่อนแชร์ : 10 อาการฟ้องว่าไตไม่ไหวแล้ว จริงหรือ ?,https://tna.mcot.net/tna-200845,19/04/2561 14:58
ชัวร์ก่อนแชร์ : น้ำประปาทำให้หม้อน้ำรถยนต์เป็นสนิมได้จริงหรือ ?,https://tna.mcot.net/tna-201153,20/04/2561 15:01
ชัวร์ก่อนแชร์ : 10 พฤติกรรมทำร้ายไต จริงหรือ ?,https://tna.mcot.net/tna-201316,21/04/2561 14:39
ชัวร์ก่อนแชร์ : เตือนเส้นใยจากเสื้อผ้าปนเปื้อนในอาหาร จริงหรือ ?,https://tna.mcot.net/tna-201464,22/04/2561 15:26
ชัวร์ก่อนแชร์ : ใช้สบู่มากเกินไปอาจทำให้ผิวแห้ง จริงหรือ?,https://tna.mcot.net/tna-201773,23/04/2561 14:15
ชัวร์ก่อนแชร์ : เปิดพัดลมนานๆ ไฟไหม้ได้ จริงหรือ?,https://tna.mcot.net/tna-202081,24/04/2561 14:22
ชัวร์ก่อนแชร์ : เตือนอาหารขยะทำให้แก่เร็ว จริงหรือ?,https://tna.mcot.net/tna-202387,25/04/2561 14:24
ชัวร์ก่อนแชร์ : ไม่กินอาหารเช้าเสี่ยงเป็นนิ่วในถุงน้ำดี จริงหรือ?,https://tna.mcot.net/tna-202695,26/04/2561 14:03
ชัวร์ก่อนแชร์ : 5 เคล็ดลับสายตาดี ใช้ได้จริงหรือ?,https://tna.mcot.net/tna-202961,27/04/2561 13:11
ชัวร์ก่อนแชร์ : 6 อาหารแสลง ห้ามกินหลังผ่าตัด จริงหรือ ?,https://tna.mcot.net/tna-203165,28/04/2561 14:16
ชัวร์ก่อนแชร์ : 8 เหตุผลที่ควรกินมะเขือยาว จริงหรือ?,https://tna.mcot.net/tna-203329,29/04/2561 14:13
ชัวร์ก่อนแชร์ : คลิปทดสอบน้ำดื่มดี-ไม่ดีด้วยค่ากรดด่าง จริงหรือ?,https://tna.mcot.net/tna-203640,30/04/2561 13:31
ชัวร์ก่อนแชร์ : ประโยชน์ของการกินทุเรียนแทนอาหารเช้า จริงหรือ?,https://tna.mcot.net/tna-203880,01/05/2561 13:48
ชัวร์ก่อนแชร์ : นำน้ำกรองมาต้มดื่ม ก่ออันตรายจริงหรือ?,https://tna.mcot.net/tna-204162,02/05/2561 14:11
ชัวร์ก่อนแชร์ : 10 เหตุผลน่ายี้ของบะหมี่กึ่งสำเร็จรูป จริงหรือ?,https://tna.mcot.net/tna-204479,03/05/2561 14:08
ชัวร์ก่อนแชร์ : ควรบริจาคยาเหลือใช้ จริงหรือ?,https://tna.mcot.net/tna-204773,04/05/2561 13:34
ชัวร์ก่อนแชร์ : คลิปสูตรลับประหยัดไฟใช้ได้จริงหรือ ?,https://tna.mcot.net/tna-204938,05/05/2561 13:51
ชัวร์ก่อนแชร์ : แป้งเย็นทำให้ผิวแห้งได้ จริงหรือ?,https://tna.mcot.net/tna-205130,06/05/2561 14:32
ชัวร์ก่อนแชร์ : 6 น้ำดื่มที่ควรหลีกเลี่ยงให้ไกล จริงหรือ?,https://tna.mcot.net/tna-205414,07/05/2561 13:58
ชัวร์ก่อนแชร์ : น้ำมะนาวร้อนรักษามะเร็ง จริงหรือ?,https://tna.mcot.net/tna-205703,08/05/2561 14:02
ชัวร์ก่อนแชร์ : 8 สัญญาณสุขภาพสังเกตได้จากดวงตา จริงหรือ?,https://tna.mcot.net/tna-206016,09/05/2561 14:14
ชัวร์ก่อนแชร์ : เตือนภัย รับสายที่ไม่รู้จักแล้วตอบ “ใช่” จะเสียเงิน,https://tna.mcot.net/tna-206308,10/05/2561 13:43
ชัวร์ก่อนแชร์ : อันตรายจากแสงและควันเชื่อมโลหะ จริงหรือ?,https://tna.mcot.net/tna-206615,11/05/2561 13:19
ชัวร์ก่อนแชร์ : เตือนอันตรายโทรผ่าน APP และ WI-FI จริงหรือ ?,https://tna.mcot.net/tna-206802,12/05/2561 14:00
ชัวร์ก่อนแชร์ : จอดรถเกียร์ N นานๆ แบตหมดไว จริงหรือ?,https://tna.mcot.net/tna-206949,13/05/2561 13:26
ชัวร์ก่อนแชร์ : ดื่มนม LOW FAT เสี่ยงเป็นโรคพาร์กินสันจริงหรือ ?,https://tna.mcot.net/tna-207179,14/05/2561 14:25
ชัวร์ก่อนแชร์ : น้ำตาลที่ซ่อนอยู่ในอาหาร จริงหรือ ?,https://tna.mcot.net/tna-207506,15/05/2561 15:06
ชัวร์ก่อนแชร์ : พยาธิโผล่กลางหลัง เพราะกินปลาดิบเนื้อดิบ จริงหรือ ?,https://tna.mcot.net/tna-207831,16/05/2561 14:53
ชัวร์ก่อนแชร์ : ใช้ Engine Brake ลงทางชันเปลืองน้ำมัน จริงหรือ ?,https://tna.mcot.net/tna-208140,17/05/2561 14:32
ชัวร์ก่อนแชร์ : WHO ประกาศเนื้อสัตว์แปรรูปก่อมะเร็งอันตรายสูงสุด จริงหรือ?,https://tna.mcot.net/tna-208432,18/05/2561 13:26
ชัวร์ก่อนแชร์ : กินดอกกระถินตูมๆ วันละ 10 ดอกรักษาโรควุ้นในตาเสื่อมได้ จริงหรือ,https://tna.mcot.net/tna-208615,19/05/2561 14:54
ชัวร์ก่อนแชร์ : น้ำอัดลมกัดกระเพาะจริงหรือ?,https://tna.mcot.net/tna-208787,20/05/2561 13:58
